state_name,year,tmin,tmedian,tmean,tmax,state
South Dakota,2001,-10.6,8.5,8.4,24.1,SD
South Dakota,2002,-5.1,5.8,8.3,25.6,SD
South Dakota,2003,-7.2,10.1,8.2,24.3,SD
South Dakota,2004,-8.6,9.3,8.3,22.1,SD
South Dakota,2005,-8.4,9.5,8.8,24.0,SD
South Dakota,2006,-4.9,8.8,9.3,26.1,SD
South Dakota,2007,-9.0,8.4,8.6,25.1,SD
South Dakota,2008,-9.7,7.3,7.0,23.1,SD
South Dakota,2009,-9.9,5.3,6.8,20.5,SD
South Dakota,2010,-9.2,10.5,7.7,23.5,SD
South Dakota,2011,-10.2,8.7,7.5,24.8,SD
South Dakota,2012,-5.6,9.4,9.9,26.4,SD
Tennessee,1998,6.1,15.3,15.9,26.0,TN
Tennessee,1999,5.4,15.6,15.4,26.7,TN
Tennessee,2000,-0.7,14.8,14.7,25.5,TN
Tennessee,2001,1.5,15.2,14.9,25.4,TN
Tennessee,2002,4.2,16.2,15.1,26.4,TN
Tennessee,2003,0.2,15.1,14.4,25.5,TN
Tennessee,2004,2.8,15.7,14.9,24.7,TN
Tennessee,2005,2.5,15.0,15.1,26.4,TN
Tennessee,2006,3.6,15.5,15.2,26.5,TN
Tennessee,2007,2.1,15.6,15.7,28.5,TN
Tennessee,2008,2.3,14.4,14.5,25.3,TN
Tennessee,2009,1.7,13.9,14.4,24.7,TN
Tennessee,2010,0.4,15.9,14.7,27.0,TN
Tennessee,2011,1.2,15.2,15.2,27.1,TN
Tennessee,2012,5.8,15.7,16.0,27.4,TN
Texas,1998,9.0,18.9,19.6,30.5,TX
Texas,1999,9.2,19.2,19.4,29.4,TX
Texas,2000,5.7,19.2,19.2,29.3,TX
Texas,2001,6.5,19.3,18.8,29.7,TX
Texas,2002,8.5,19.5,18.5,28.6,TX
Texas,2003,7.8,19.5,18.8,28.6,TX
Texas,2004,8.5,19.5,18.6,27.4,TX
Texas,2005,8.4,18.6,19.0,28.3,TX
Texas,2006,8.9,20.4,19.6,28.9,TX
Texas,2007,5.7,18.5,18.3,28.0,TX
Texas,2008,7.7,18.6,18.7,28.5,TX
Texas,2009,6.1,18.1,18.8,29.2,TX
Texas,2010,6.6,19.1,18.5,29.4,TX
Texas,2011,7.1,20.4,19.7,31.4,TX
Texas,2012,10.1,20.0,19.9,28.9,TX
Utah,1998,-3.0,7.3,8.7,22.8,UT
Utah,1999,-2.2,8.2,9.2,21.7,UT
Utah,2000,-1.5,9.7,9.8,23.0,UT
Utah,2001,-4.3,9.5,9.7,22.3,UT
Utah,2002,-3.8,8.8,9.1,24.2,UT
Utah,2003,-1.3,9.9,10.0,24.7,UT
Utah,2004,-4.5,8.9,9.0,21.9,UT
Utah,2005,-2.0,8.7,9.3,23.4,UT
Utah,2006,-2.6,8.5,9.2,23.6,UT
Utah,2007,-5.5,9.0,9.7,24.3,UT
Utah,2008,-5.7,7.9,8.6,23.0,UT
Utah,2009,-6.0,7.1,8.8,22.6,UT
Utah,2010,-3.1,8.4,8.8,22.5,UT
Utah,2011,-3.8,8.0,8.4,22.4,UT
Utah,2012,-2.6,9.8,10.2,22.7,UT
Vermont,1998,-5.4,7.6,7.9,19.6,VT
Vermont,1999,-7.8,6.2,7.4,21.1,VT
Vermont,2000,-8.9,6.3,6.0,17.9,VT
Vermont,2001,-7.6,7.0,7.1,20.6,VT
Vermont,2002,-5.4,6.6,7.0,20.1,VT
Vermont,2003,-11.6,5.4,5.9,20.2,VT
Vermont,2004,-13.0,6.7,6.0,19.3,VT
Vermont,2005,-9.4,7.8,6.8,20.8,VT
Vermont,2006,-5.8,6.9,7.7,21.4,VT
Vermont,2007,-10.1,7.5,6.2,18.9,VT
Vermont,2008,-6.1,7.2,6.6,20.3,VT
Vermont,2009,-11.2,6.6,6.2,19.6,VT
Vermont,2010,-6.4,8.1,7.8,21.7,VT
Vermont,2011,-8.6,7.4,7.3,21.1,VT
Vermont,2012,-5.6,8.2,8.2,20.9,VT
Virginia,1998,5.2,14.0,14.6,24.7,VA
Virginia,1999,4.2,13.4,14.0,25.9,VA
Virginia,2000,-0.7,13.5,13.2,23.2,VA
Virginia,2001,1.6,13.7,13.7,24.5,VA
Virginia,2002,2.5,14.7,14.2,25.5,VA
Virginia,2003,-0.3,13.2,13.2,24.7,VA
Virginia,2004,0.2,13.9,13.7,24.3,VA
Virginia,2005,1.9,14.0,13.7,25.6,VA
Virginia,2006,3.3,13.8,14.1,25.2,VA
Virginia,2007,-0.0,14.7,14.2,25.9,VA
Virginia,2008,2.4,13.3,13.6,24.3,VA
Virginia,2009,0.4,13.3,13.3,24.5,VA
Virginia,2010,-0.8,14.9,13.7,26.0,VA
Virginia,2011,0.2,14.1,14.3,26.1,VA
Virginia,2012,4.1,13.5,14.6,26.5,VA
Washington,1998,-1.2,7.9,9.1,20.4,WA
Washington,1999,0.9,7.3,8.2,18.5,WA
Washington,2000,-1.5,8.4,7.9,17.6,WA
Washington,2001,-0.3,7.1,8.3,18.8,WA
Washington,2002,0.2,7.2,8.3,19.0,WA
Washington,2003,-0.2,8.7,9.0,19.9,WA
Washington,2004,-1.4,9.1,9.1,19.7,WA
Washington,2005,-1.5,8.5,8.5,18.7,WA
Washington,2006,-0.8,8.0,8.7,19.8,WA
Washington,2007,-2.1,7.4,8.3,20.2,WA
Washington,2008,-3.2,6.5,7.7,18.1,WA
Washington,2009,-3.0,6.8,8.0,19.8,WA
Washington,2010,-0.1,8.1,8.4,18.0,WA
Washington,2011,-0.6,6.6,7.6,18.4,WA
Washington,2012,-0.8,8.2,8.5,19.1,WA
West Virginia,1998,3.4,12.2,12.9,22.8,WV
West Virginia,1999,1.4,12.1,12.2,25.0,WV
West Virginia,2000,-3.3,12.0,11.5,21.7,WV
West Virginia,2001,-1.1,12.3,12.0,23.2,WV
West Virginia,2002,0.6,12.7,12.4,24.1,WV
West Virginia,2003,-3.2,11.8,11.4,23.2,WV
West Virginia,2004,-2.3,12.2,11.9,22.5,WV
West Virginia,2005,-0.7,12.5,12.0,24.2,WV
West Virginia,2006,0.9,12.1,12.2,23.6,WV
West Virginia,2007,-4.0,12.8,12.3,24.5,WV
West Virginia,2008,-0.2,11.9,11.5,22.5,WV
West Virginia,2009,-2.6,11.2,11.4,22.6,WV
West Virginia,2010,-3.1,13.1,11.7,24.2,WV
West Virginia,2011,-2.4,12.3,12.4,24.8,WV
West Virginia,2012,1.8,11.8,12.9,25.0,WV
Wisconsin,1998,-6.0,9.2,8.9,21.1,WI
Wisconsin,1999,-10.5,8.2,7.8,22.8,WI
Wisconsin,2000,-12.3,8.5,7.0,20.2,WI
Wisconsin,2001,-9.1,8.4,7.8,21.4,WI
Wisconsin,2002,-4.0,6.2,7.4,23.0,WI
Wisconsin,2003,-9.7,7.4,6.6,21.6,WI
Wisconsin,2004,-11.3,8.3,6.8,19.7,WI
Wisconsin,2005,-9.4,9.5,7.7,21.8,WI
Wisconsin,2006,-7.2,8.1,8.2,23.0,WI
Wisconsin,2007,-11.0,9.0,7.5,21.1,WI
Wisconsin,2008,-10.0,7.5,5.9,20.9,WI
Wisconsin,2009,-13.7,6.2,6.2,18.7,WI
Wisconsin,2010,-9.0,10.1,7.9,22.2,WI
Wisconsin,2011,-10.5,7.9,7.2,23.2,WI
Wisconsin,2012,-5.7,7.7,9.0,24.2,WI
Wyoming,1998,-5.9,5.2,6.0,20.2,WY
Wyoming,1999,-4.0,5.7,6.4,19.1,WY
Wyoming,2000,-7.0,6.1,6.1,20.2,WY
Wyoming,2001,-6.4,5.7,6.4,20.5,WY
Wyoming,2002,-6.3,3.8,5.4,21.2,WY
Wyoming,2003,-6.2,7.2,6.4,21.4,WY
Wyoming,2004,-5.8,6.1,6.0,18.3,WY
Wyoming,2005,-6.1,6.0,6.2,20.2,WY
Wyoming,2006,-5.7,5.7,6.4,21.4,WY
Wyoming,2007,-8.3,5.8,6.5,21.7,WY
Wyoming,2008,-8.6,4.2,5.1,19.7,WY
Wyoming,2009,-9.6,2.8,5.2,17.8,WY
Wyoming,2010,-5.7,5.6,5.8,18.7,WY
Wyoming,2011,-7.5,5.0,5.3,19.9,WY
Wyoming,2012,-5.4,6.3,7.3,21.4,WY
