state,year,state_name,numcol,yieldpercol,totalprod,stocks,priceperlb,prodvalue,totalpest,tmin,tmedian,tmean,tmax
NJ,2004,New Jersey,12000.0,27,324000.0,45000.0,1.4,454000.0,1072.0,-4.5,11.4,11.5,22.9
NJ,2005,New Jersey,12000.0,32,384000.0,104000.0,1.2,461000.0,1729.6,-1.7,12.1,11.6,24.6
NJ,2006,New Jersey,9000.0,36,324000.0,152000.0,1.14,369000.0,1291.3,0.8,11.8,12.5,24.7
NJ,2007,New Jersey,9000.0,57,513000.0,185000.0,1.96,1005000.0,1304.1,-3.2,12.6,11.7,23.1
NJ,2008,New Jersey,9000.0,40,360000.0,122000.0,1.62,583000.0,1638.4,0.8,11.6,11.8,24.2
NJ,2009,New Jersey,11000.0,32,352000.0,70000.0,2.36,831000.0,2368.5,-3.4,11.4,11.3,23.7
NJ,2010,New Jersey,13000.0,35,455000.0,73000.0,1.9,865000.0,2387.5,-1.2,12.9,12.3,25.4
NJ,2011,New Jersey,11000.0,41,451000.0,135000.0,3.7,1669000.0,2729.8,-2.9,12.3,12.4,25.3
NJ,2012,New Jersey,14000.0,33,462000.0,51000.0,1.97,910000.0,4703.8,1.6,12.3,13.0,25.3
NJ,2013,New Jersey,11000.0,44,484000.0,34000.0,4.19,2028000.0,4026.0,0.1,16.1,13.0,25.2
NM,1991,New Mexico,20000.0,77,1540000.0,447000.0,0.56,862000.0,0.0,0.4,12.1,11.7,22.0
NM,1992,New Mexico,18000.0,68,1224000.0,502000.0,0.61,747000.0,0.0,-0.2,13.3,11.7,22.4
NM,1993,New Mexico,18000.0,64,1152000.0,541000.0,0.68,783000.0,0.0,1.9,11.6,12.0,23.6
NM,1994,New Mexico,19000.0,64,1216000.0,730000.0,0.47,572000.0,0.0,1.8,11.8,12.7,24.1
NM,1995,New Mexico,19000.0,65,1235000.0,247000.0,0.83,1025000.0,111.2,2.0,11.5,12.6,23.6
NM,1996,New Mexico,15000.0,77,1155000.0,219000.0,0.91,1051000.0,1547.7,2.3,12.1,12.8,23.7
NM,1997,New Mexico,15000.0,60,900000.0,396000.0,0.87,783000.0,1823.6,-0.4,10.8,11.9,23.2
NM,1998,New Mexico,14000.0,55,770000.0,470000.0,0.76,585000.0,443.9,2.6,11.2,12.6,24.0
NM,1999,New Mexico,15000.0,52,780000.0,476000.0,0.77,601000.0,385.7,1.2,11.6,12.6,22.9
NM,2000,New Mexico,15000.0,64,960000.0,739000.0,0.72,691000.0,735.3,1.6,12.7,13.1,24.0
NM,2001,New Mexico,10000.0,70,700000.0,350000.0,0.66,462000.0,426.8,-0.2,13.2,12.7,24.3
NM,2002,New Mexico,11000.0,44,484000.0,252000.0,1.1,532000.0,763.2,1.3,13.0,12.6,23.6
NM,2003,New Mexico,6000.0,41,246000.0,108000.0,1.2,295000.0,807.5,2.6,13.4,13.2,25.2
NM,2004,New Mexico,8000.0,44,352000.0,127000.0,1.19,419000.0,3690.8,1.8,11.7,12.2,22.8
NM,2005,New Mexico,7000.0,49,343000.0,113000.0,1.03,353000.0,4439.0,2.5,12.0,12.8,24.3
NM,2006,New Mexico,7000.0,48,336000.0,104000.0,1.19,400000.0,4096.0,1.2,12.9,12.8,24.0
NM,2007,New Mexico,6000.0,59,354000.0,138000.0,1.42,503000.0,4028.9,-0.8,12.3,12.5,23.5
NM,2008,New Mexico,6000.0,48,288000.0,95000.0,1.48,426000.0,4418.8,0.2,11.9,12.2,22.6
NM,2009,New Mexico,7000.0,60,420000.0,143000.0,1.59,668000.0,3937.8,-0.4,11.3,12.5,24.1
NM,2010,New Mexico,7000.0,66,462000.0,157000.0,1.58,730000.0,3799.8,0.8,12.7,12.5,23.3
NM,2011,New Mexico,7000.0,56,392000.0,153000.0,1.69,662000.0,6655.4,-0.5,13.1,12.7,25.0
NM,2012,New Mexico,5000.0,52,260000.0,99000.0,3.39,881000.0,4495.3,2.0,13.6,13.5,23.9
NV,1991,Nevada,15000.0,54,810000.0,275000.0,0.78,632000.0,0.0,-1.7,8.8,10.0,23.3
NV,1992,Nevada,15000.0,65,975000.0,341000.0,0.85,829000.0,0.0,-3.2,12.0,10.8,22.4
NV,1993,Nevada,14000.0,52,728000.0,328000.0,0.95,692000.0,0.0,-3.5,9.6,9.3,20.5
NV,1994,Nevada,14000.0,54,756000.0,174000.0,1.08,816000.0,0.3,-0.6,9.4,10.5,24.1
NV,1995,Nevada,10000.0,29,290000.0,38000.0,0.9,261000.0,44.4,0.8,9.1,10.5,21.8
NV,1996,Nevada,14000.0,61,854000.0,68000.0,1.05,897000.0,62.4,0.8,9.6,10.9,24.2
NV,1997,Nevada,14000.0,61,854000.0,171000.0,1.14,974000.0,83.7,-1.8,8.8,10.3,22.2
NV,1998,Nevada,10000.0,46,460000.0,175000.0,1.65,759000.0,274.4,-1.4,7.8,9.6,23.4
NV,1999,Nevada,9000.0,45,405000.0,271000.0,1.54,624000.0,48.4,-0.1,9.5,10.3,22.1
NV,2000,Nevada,10000.0,35,350000.0,95000.0,1.45,508000.0,170.2,0.9,10.4,10.8,22.7
NV,2001,Nevada,9000.0,50,450000.0,36000.0,2.14,963000.0,208.6,-1.7,10.1,10.9,23.6
NV,2002,Nevada,9000.0,62,558000.0,61000.0,2.67,1490000.0,97.8,-1.1,9.7,10.5,24.8
NV,2003,Nevada,6000.0,64,384000.0,46000.0,2.04,783000.0,223.3,0.4,10.3,11.3,25.2
NV,2004,Nevada,14000.0,55,770000.0,316000.0,1.78,1371000.0,308.4,-1.4,9.8,10.5,23.4
NV,2005,Nevada,12000.0,46,552000.0,442000.0,3.11,1717000.0,199.8,-0.1,9.3,10.4,24.6
NV,2006,Nevada,9000.0,37,333000.0,50000.0,3.62,1205000.0,128.3,-0.9,9.2,10.5,24.8
NV,2007,Nevada,10000.0,28,280000.0,67000.0,2.99,837000.0,120.2,-2.9,9.7,10.8,25.1
NV,2008,Nevada,10000.0,29,290000.0,52000.0,1.42,412000.0,333.1,-2.9,9.2,10.2,23.7
NY,1991,New York,77000.0,62,4774000.0,1337000.0,0.62,2960000.0,0.0,-5.6,9.8,9.0,21.2
NY,1992,New York,70000.0,66,4620000.0,1802000.0,0.61,2818000.0,0.0,-4.9,6.5,7.2,19.0
NY,1993,New York,65000.0,62,4030000.0,1733000.0,0.63,2539000.0,0.0,-8.9,7.6,7.4,21.8
NY,1994,New York,68000.0,68,4624000.0,2451000.0,0.63,2913000.0,0.0,-11.4,8.5,7.5,22.2
NY,1995,New York,70000.0,75,5250000.0,2100000.0,0.71,3728000.0,1232.5,-6.8,8.2,8.0,22.3
NY,1996,New York,68000.0,80,5440000.0,2557000.0,0.89,4842000.0,2217.1,-6.7,7.6,7.6,20.4
NY,1997,New York,72000.0,60,4320000.0,2246000.0,0.85,3672000.0,1879.7,-6.1,7.2,7.5,20.3
NY,1998,New York,65000.0,80,5200000.0,2444000.0,0.7,3640000.0,1608.8,-2.2,9.2,9.7,20.9
NY,1999,New York,69000.0,70,4830000.0,2077000.0,0.66,3188000.0,2334.9,-5.8,8.0,8.9,22.7
NY,2000,New York,58000.0,80,4640000.0,2274000.0,0.55,2552000.0,2148.3,-6.5,8.0,7.7,19.4
NY,2001,New York,53000.0,70,3710000.0,1781000.0,0.79,2931000.0,3265.2,-4.9,9.0,8.9,22.0
NY,2002,New York,60000.0,98,5880000.0,2470000.0,1.25,7350000.0,12637.5,-3.4,8.3,8.9,22.0
NY,2003,New York,67000.0,72,4824000.0,1640000.0,1.36,6561000.0,2558.9,-9.0,7.0,7.6,21.5
NY,2004,New York,64000.0,67,4288000.0,1887000.0,1.36,5832000.0,3545.0,-10.1,8.4,7.9,20.4
NY,2005,New York,59000.0,73,4307000.0,2283000.0,1.34,5771000.0,6584.9,-7.0,9.2,8.5,22.5
NY,2006,New York,58000.0,64,3712000.0,2376000.0,1.3,4826000.0,10439.9,-3.5,8.3,9.3,22.5
NY,2007,New York,53000.0,57,3021000.0,1843000.0,1.38,4169000.0,13887.7,-8.2,9.4,8.2,20.7
NY,2008,New York,50000.0,70,3500000.0,1260000.0,1.65,5775000.0,16651.1,-4.2,9.0,8.3,21.4
NY,2009,New York,45000.0,65,2925000.0,936000.0,1.93,5645000.0,19949.6,-8.8,8.2,7.9,20.8
NY,2010,New York,45000.0,64,2880000.0,1123000.0,1.96,5645000.0,19169.3,-5.0,9.8,9.1,22.7
NY,2011,New York,49000.0,56,2744000.0,1235000.0,1.96,5378000.0,24928.1,-6.9,9.0,9.0,22.7
NY,2012,New York,51000.0,51,2601000.0,988000.0,2.23,5800000.0,26144.5,-2.9,9.0,9.9,22.6
NY,2013,New York,55000.0,48,2640000.0,1030000.0,2.12,5597000.0,44323.3,-4.3,14.6,9.9,22.6
OH,1991,Ohio,48000.0,61,2928000.0,761000.0,0.63,1845000.0,0.0,-1.9,12.7,12.1,24.3
OH,1992,Ohio,43000.0,33,1419000.0,233000.0,0.6,851000.0,0.0,-1.1,10.2,10.5,22.6
OH,1993,Ohio,30000.0,66,1980000.0,990000.0,0.66,1307000.0,0.0,-2.9,10.1,10.6,24.4
OH,1994,Ohio,27000.0,64,1728000.0,691000.0,0.64,1106000.0,0.0,-6.7,11.7,10.7,23.4
OH,1995,Ohio,25000.0,62,1550000.0,930000.0,0.74,1147000.0,2012.0,-2.9,11.1,10.6,25.1
OH,1996,Ohio,24000.0,70,1680000.0,840000.0,0.96,1613000.0,638.6,-3.5,10.7,10.1,22.6
OH,1997,Ohio,22000.0,80,1760000.0,827000.0,0.85,1496000.0,531.6,-3.2,10.0,10.4,22.9
OH,1998,Ohio,18000.0,78,1404000.0,702000.0,0.83,1165000.0,1029.2,2.1,11.7,12.6,23.2
OH,1999,Ohio,20000.0,74,1480000.0,784000.0,0.72,1066000.0,1099.0,-1.8,11.8,11.7,25.6
OH,2000,Ohio,18000.0,65,1170000.0,585000.0,0.79,924000.0,896.8,-5.5,11.8,10.9,21.8
OH,2001,Ohio,18000.0,81,1458000.0,569000.0,1.01,1473000.0,813.6,-2.3,12.4,11.7,23.4
OH,2002,Ohio,18000.0,70,1260000.0,504000.0,1.44,1814000.0,1179.1,-0.5,11.6,11.8,25.0
OH,2003,Ohio,15000.0,50,750000.0,278000.0,1.4,1050000.0,614.6,-5.5,11.2,10.6,23.2
OH,2004,Ohio,16000.0,58,928000.0,353000.0,1.53,1420000.0,12495.4,-4.5,11.6,11.2,22.7
OH,2005,Ohio,15000.0,69,1035000.0,580000.0,1.4,1449000.0,17720.3,-2.4,12.0,11.4,24.6
OH,2006,Ohio,14000.0,56,784000.0,282000.0,1.4,1098000.0,20775.8,-0.1,11.6,11.9,24.1
OH,2007,Ohio,14000.0,61,854000.0,376000.0,1.77,1512000.0,26418.1,-6.6,12.5,11.6,24.4
OH,2008,Ohio,14000.0,53,742000.0,371000.0,1.68,1247000.0,38813.5,-1.7,11.6,10.8,23.2
OH,2009,Ohio,11000.0,50,550000.0,132000.0,2.81,1546000.0,53709.4,-5.9,10.6,10.7,22.3
OH,2010,Ohio,18000.0,62,1116000.0,346000.0,2.28,2544000.0,68472.1,-3.7,13.0,11.4,24.8
OH,2011,Ohio,15000.0,66,990000.0,228000.0,2.34,2317000.0,80258.2,-4.4,11.6,11.7,25.9
OH,2012,Ohio,18000.0,60,1080000.0,410000.0,2.46,2657000.0,102784.0,0.3,11.5,12.6,25.9
OH,2013,Ohio,17000.0,45,765000.0,390000.0,3.29,2517000.0,114539.8,-1.4,17.8,12.6,23.2
OK,1991,Oklahoma,9000.0,70,630000.0,252000.0,0.85,536000.0,0.0,1.3,16.9,16.1,28.0
OK,1992,Oklahoma,9000.0,52,468000.0,80000.0,0.74,346000.0,0.0,4.3,16.4,15.6,26.8
OK,1993,Oklahoma,6000.0,67,402000.0,169000.0,0.81,326000.0,0.0,2.0,14.1,14.9,28.9
OK,1994,Oklahoma,5000.0,58,290000.0,104000.0,0.93,270000.0,0.0,2.6,16.4,15.9,27.2
OK,1995,Oklahoma,4000.0,76,304000.0,112000.0,0.93,283000.0,156.3,4.2,15.5,15.6,28.3
OK,1996,Oklahoma,4000.0,59,236000.0,54000.0,1.09,257000.0,35.0,2.2,15.7,15.4,27.5
OK,1997,Oklahoma,4000.0,58,232000.0,97000.0,1.37,318000.0,1065.1,2.8,14.7,15.3,27.9
OK,1998,Oklahoma,4000.0,51,204000.0,63000.0,1.24,253000.0,119.4,4.9,16.0,17.1,30.3
OK,1999,Oklahoma,6000.0,45,270000.0,49000.0,1.34,362000.0,153.0,4.5,16.3,16.7,29.0
OK,2000,Oklahoma,7000.0,35,245000.0,64000.0,1.26,309000.0,307.5,-0.3,16.5,16.1,30.2
OK,2001,Oklahoma,4000.0,47,188000.0,105000.0,1.43,269000.0,211.3,2.3,17.0,16.4,30.3
OK,2002,Oklahoma,3000.0,53,159000.0,51000.0,1.63,259000.0,210.5,4.8,15.4,15.7,27.9
OK,2003,Oklahoma,3000.0,47,141000.0,69000.0,1.84,259000.0,180.1,3.1,16.9,15.9,29.1
OR,1991,Oregon,56000.0,46,2576000.0,721000.0,0.56,1443000.0,0.0,-0.3,7.4,8.7,19.0
OR,1992,Oregon,52000.0,49,2548000.0,841000.0,0.58,1478000.0,0.0,-1.8,9.7,9.7,19.0
OR,1993,Oregon,53000.0,67,3551000.0,994000.0,0.56,1989000.0,0.0,-3.2,8.3,7.6,16.5
OR,1994,Oregon,50000.0,65,3250000.0,1008000.0,0.52,1690000.0,119.9,-0.4,8.3,8.9,20.0
OR,1995,Oregon,52000.0,52,2704000.0,2488000.0,0.78,2109000.0,382.6,1.2,7.3,9.0,18.1
OR,1996,Oregon,55000.0,59,3245000.0,1071000.0,0.93,3018000.0,1050.6,0.6,8.1,8.7,20.0
OR,1997,Oregon,50000.0,53,2650000.0,1537000.0,0.79,2094000.0,1791.5,0.1,7.3,8.8,18.9
OR,1998,Oregon,50000.0,45,2250000.0,1620000.0,0.9,2025000.0,1543.1,-1.0,7.6,8.9,20.4
OR,1999,Oregon,45000.0,57,2565000.0,2026000.0,0.8,2052000.0,583.2,1.0,7.9,8.5,18.1
OR,2000,Oregon,48000.0,51,2448000.0,1665000.0,0.66,1616000.0,1739.6,0.2,8.8,8.7,18.4
OR,2001,Oregon,44000.0,44,1936000.0,1200000.0,0.74,1433000.0,3329.2,-0.0,7.6,8.9,19.6
OR,2002,Oregon,43000.0,49,2107000.0,885000.0,1.35,2844000.0,2658.8,-0.0,7.7,8.8,20.3
OR,2003,Oregon,42000.0,51,2142000.0,964000.0,1.27,2720000.0,2209.4,1.2,8.4,9.6,21.0
OR,2004,Oregon,42000.0,54,2268000.0,1111000.0,1.21,2744000.0,3056.4,0.0,8.9,9.3,19.8
OR,2005,Oregon,39000.0,42,1638000.0,557000.0,1.08,1769000.0,3574.5,-0.1,8.2,8.8,19.7
OR,2006,Oregon,46000.0,48,2208000.0,729000.0,1.05,2318000.0,3854.4,0.4,7.9,9.0,20.7
OR,2007,Oregon,46000.0,43,1978000.0,1088000.0,1.31,2591000.0,5084.9,-1.1,7.6,8.9,21.0
OR,2008,Oregon,50000.0,43,2150000.0,1097000.0,1.41,3032000.0,6011.2,-1.9,7.6,8.3,19.1
OR,2009,Oregon,55000.0,34,1870000.0,767000.0,1.54,2880000.0,8561.6,-2.0,6.9,8.6,19.9
OR,2010,Oregon,59000.0,39,2301000.0,874000.0,1.63,3751000.0,10001.9,0.9,7.2,8.6,18.5
OR,2011,Oregon,60000.0,34,2040000.0,755000.0,1.68,3427000.0,9582.6,0.3,6.5,8.1,19.0
OR,2012,Oregon,60000.0,32,1920000.0,845000.0,2.16,4147000.0,13051.4,0.1,8.6,9.0,19.7
OR,2013,Oregon,62000.0,35,2170000.0,456000.0,2.39,5186000.0,14557.4,-1.3,11.8,10.8,20.8
PA,1991,Pennsylvania,40000.0,45,1800000.0,594000.0,0.7,1260000.0,0.0,-2.6,11.0,10.9,22.9
PA,1992,Pennsylvania,30000.0,41,1230000.0,566000.0,0.71,873000.0,0.0,-1.7,8.6,9.2,21.2
PA,1993,Pennsylvania,28000.0,40,1120000.0,605000.0,0.64,717000.0,0.0,-4.4,9.3,9.5,23.2
PA,1994,Pennsylvania,27000.0,47,1269000.0,622000.0,0.6,761000.0,0.0,-7.5,10.4,9.4,22.9
PA,1995,Pennsylvania,25000.0,43,1075000.0,376000.0,0.73,785000.0,2086.3,-4.0,10.1,9.7,23.1
PA,1996,Pennsylvania,23000.0,46,1058000.0,370000.0,1.02,1079000.0,3129.0,-4.2,9.7,9.2,21.2
PA,1997,Pennsylvania,22000.0,48,1056000.0,528000.0,1.0,1056000.0,1455.3,-3.5,9.1,9.4,21.7
PA,1998,Pennsylvania,26000.0,66,1716000.0,789000.0,0.8,1373000.0,2068.1,1.4,10.8,11.5,22.0
PA,1999,Pennsylvania,28000.0,60,1680000.0,790000.0,0.76,1277000.0,2100.5,-2.5,9.9,10.5,24.1
PA,2000,Pennsylvania,25000.0,45,1125000.0,630000.0,0.76,855000.0,1920.9,-4.9,10.2,9.7,20.4
PA,2001,Pennsylvania,26000.0,57,1482000.0,785000.0,0.92,1363000.0,2049.3,-2.9,10.7,10.5,22.8
PA,2002,Pennsylvania,29000.0,57,1653000.0,827000.0,1.34,2215000.0,2308.4,-1.8,10.3,10.7,23.3
PA,2003,Pennsylvania,27000.0,50,1350000.0,419000.0,1.44,1944000.0,2341.0,-5.9,9.3,9.4,22.4
PA,2004,Pennsylvania,30000.0,54,1620000.0,810000.0,1.42,2300000.0,8855.0,-6.3,10.1,10.0,21.5
PA,2005,Pennsylvania,28000.0,56,1568000.0,800000.0,1.12,1756000.0,15806.5,-3.0,10.9,10.2,23.5
PA,2006,Pennsylvania,28000.0,40,1120000.0,605000.0,1.63,1826000.0,14003.1,-1.0,10.2,10.9,23.3
PA,2007,Pennsylvania,25000.0,42,1050000.0,326000.0,1.7,1785000.0,15885.3,-6.2,11.1,10.2,22.2
PA,2008,Pennsylvania,23000.0,48,1104000.0,276000.0,1.65,1822000.0,16290.5,-2.0,10.4,9.9,22.4
PA,2009,Pennsylvania,21000.0,40,840000.0,319000.0,2.03,1705000.0,18720.5,-6.1,9.8,9.7,21.9
PA,2010,Pennsylvania,30000.0,37,1110000.0,377000.0,2.13,2364000.0,14978.7,-3.3,11.5,10.6,23.7
PA,2011,Pennsylvania,24000.0,44,1056000.0,306000.0,2.55,2693000.0,22063.3,-4.9,10.5,10.7,24.2
PA,2012,Pennsylvania,16000.0,60,960000.0,269000.0,2.57,2467000.0,34370.8,-0.6,10.3,11.5,24.1
PA,2013,Pennsylvania,13000.0,45,585000.0,257000.0,3.03,1773000.0,31220.0,-2.2,15.6,11.5,23.2
SC,1991,South Carolina,11000.0,61,671000.0,107000.0,0.77,517000.0,0.0,8.2,18.3,18.1,27.7
SC,1992,South Carolina,11000.0,69,759000.0,99000.0,0.78,592000.0,0.0,7.9,16.3,17.1,27.8
SC,1993,South Carolina,11000.0,90,990000.0,129000.0,0.6,594000.0,0.0,7.3,16.4,17.4,29.3
SC,1994,South Carolina,10000.0,100,1000000.0,150000.0,0.82,820000.0,0.0,5.6,17.8,17.6,26.7
SC,1995,South Carolina,9000.0,90,810000.0,65000.0,1.26,1021000.0,6.4,6.7,18.5,17.4,27.7
SC,1996,South Carolina,9000.0,90,810000.0,81000.0,1.16,940000.0,216.7,6.6,16.8,17.0,27.2
SC,2001,South Carolina,7000.0,40,280000.0,67000.0,0.79,221000.0,631.0,6.7,17.3,17.9,27.1
SC,2002,South Carolina,5000.0,94,470000.0,14000.0,1.25,588000.0,771.8,7.4,19.8,18.1,28.1
SC,2003,South Carolina,4000.0,70,280000.0,8000.0,1.89,529000.0,890.5,5.8,17.2,17.4,26.9
SD,1991,South Dakota,225000.0,101,22725000.0,4091000.0,0.54,12272000.0,0.0,-9.7,8.2,8.5,23.2
SD,1992,South Dakota,240000.0,85,20400000.0,3264000.0,0.53,10812000.0,0.0,-7.9,8.0,7.9,18.9
SD,1993,South Dakota,245000.0,98,24010000.0,4322000.0,0.52,12485000.0,0.0,-10.3,7.2,6.1,20.6
SD,1994,South Dakota,260000.0,100,26000000.0,8580000.0,0.52,13520000.0,0.0,-12.1,8.8,7.5,21.2
SD,1995,South Dakota,240000.0,85,20400000.0,4896000.0,0.71,14484000.0,0.4,-7.0,6.3,7.4,23.7
SD,1996,South Dakota,240000.0,97,23280000.0,6751000.0,0.9,20952000.0,0.7,-11.8,7.3,5.7,22.3
SD,1997,South Dakota,240000.0,65,15600000.0,8736000.0,0.74,11544000.0,47.0,-11.6,7.2,7.5,22.4
SD,1998,South Dakota,225000.0,95,21375000.0,10901000.0,0.64,13680000.0,29.8,-6.8,9.0,8.9,23.5
SD,1999,South Dakota,224000.0,104,23296000.0,13046000.0,0.6,13978000.0,166.3,-7.8,8.2,9.1,23.4
SD,2000,South Dakota,235000.0,121,28435000.0,12796000.0,0.58,16492000.0,339.1,-11.6,8.9,8.1,23.4
SD,2001,South Dakota,235000.0,65,15275000.0,12220000.0,0.71,10845000.0,135.9,-10.6,8.5,8.4,24.1
SD,2002,South Dakota,225000.0,51,11475000.0,2410000.0,1.42,16295000.0,40.1,-5.1,5.8,8.3,25.6
SD,2003,South Dakota,215000.0,70,15050000.0,2709000.0,1.43,21522000.0,59.3,-7.2,10.1,8.2,24.3
SD,2004,South Dakota,215000.0,105,22575000.0,13545000.0,1.01,22801000.0,11791.6,-8.6,9.3,8.3,22.1
SD,2005,South Dakota,220000.0,79,17380000.0,11818000.0,0.83,14425000.0,23328.9,-8.4,9.5,8.8,24.0
SD,2006,South Dakota,225000.0,47,10575000.0,10575000.0,0.94,9941000.0,19961.6,-4.9,8.8,9.3,26.1
SD,2007,South Dakota,255000.0,52,13260000.0,10608000.0,1.02,13525000.0,35447.5,-9.0,8.4,8.6,25.1
SD,2008,South Dakota,225000.0,95,21375000.0,11970000.0,1.34,28643000.0,42858.5,-9.7,7.3,7.0,23.1
SD,2009,South Dakota,270000.0,66,17820000.0,6237000.0,1.42,25304000.0,66998.6,-9.9,5.3,6.8,20.5
SD,2010,South Dakota,265000.0,58,15370000.0,4765000.0,1.51,23209000.0,69742.2,-9.2,10.5,7.7,23.5
SD,2011,South Dakota,250000.0,66,16500000.0,4290000.0,1.7,28050000.0,97262.0,-10.2,8.7,7.5,24.8
SD,2012,South Dakota,260000.0,63,16380000.0,3604000.0,1.95,31941000.0,134142.7,-5.6,9.4,9.9,26.4
SD,2013,South Dakota,265000.0,56,14840000.0,6381000.0,2.07,30719000.0,171974.2,-6.7,13.8,9.8,22.6
TN,1991,Tennessee,14000.0,38,532000.0,106000.0,0.69,367000.0,0.0,3.4,15.8,15.3,26.0
TN,1992,Tennessee,7000.0,43,301000.0,66000.0,0.74,223000.0,0.0,3.8,14.0,14.1,25.3
TN,1993,Tennessee,8000.0,51,408000.0,86000.0,0.93,379000.0,0.0,3.5,13.3,14.2,27.3
TN,1994,Tennessee,6000.0,51,306000.0,107000.0,0.98,300000.0,0.0,-0.0,15.4,14.5,24.7
TN,1995,Tennessee,5000.0,53,265000.0,87000.0,1.17,310000.0,397.0,3.1,14.9,14.4,26.8
TN,1996,Tennessee,5000.0,64,320000.0,90000.0,1.54,493000.0,241.1,2.2,13.8,13.9,24.6
TN,1997,Tennessee,7000.0,62,434000.0,148000.0,1.47,638000.0,1292.4,2.8,13.2,14.1,25.7
TN,1998,Tennessee,7000.0,64,448000.0,121000.0,1.32,591000.0,2954.5,6.1,15.3,15.9,26.0
TN,1999,Tennessee,8000.0,51,408000.0,106000.0,1.3,530000.0,3196.2,5.4,15.6,15.4,26.7
TN,2000,Tennessee,9000.0,61,549000.0,104000.0,1.43,785000.0,3094.9,-0.7,14.8,14.7,25.5
TN,2001,Tennessee,8000.0,59,472000.0,131000.0,1.39,656000.0,2256.9,1.5,15.2,14.9,25.4
TN,2002,Tennessee,8000.0,61,488000.0,137000.0,1.4,683000.0,3021.4,4.2,16.2,15.1,26.4
TN,2003,Tennessee,6000.0,40,240000.0,46000.0,1.52,365000.0,2459.4,0.2,15.1,14.4,25.5
TN,2004,Tennessee,6000.0,54,324000.0,91000.0,1.73,561000.0,18142.9,2.8,15.7,14.9,24.7
TN,2005,Tennessee,7000.0,55,385000.0,92000.0,1.67,643000.0,18060.1,2.5,15.0,15.1,26.4
TN,2006,Tennessee,7000.0,55,385000.0,58000.0,1.84,708000.0,21587.1,3.6,15.5,15.2,26.5
TN,2007,Tennessee,7000.0,65,455000.0,114000.0,1.99,905000.0,19298.7,2.1,15.6,15.7,28.5
TN,2008,Tennessee,7000.0,61,427000.0,149000.0,2.09,892000.0,18619.7,2.3,14.4,14.5,25.3
TN,2009,Tennessee,7000.0,51,357000.0,86000.0,2.37,846000.0,28242.4,1.7,13.9,14.4,24.7
TN,2010,Tennessee,8000.0,63,504000.0,106000.0,2.5,1260000.0,30970.5,0.4,15.9,14.7,27.0
TN,2011,Tennessee,7000.0,44,308000.0,68000.0,2.93,902000.0,35930.5,1.2,15.2,15.2,27.1
TN,2012,Tennessee,6000.0,61,366000.0,59000.0,2.93,1072000.0,37826.2,5.8,15.7,16.0,27.4
TN,2013,Tennessee,7000.0,45,315000.0,63000.0,3.55,1118000.0,48882.7,4.8,18.8,15.9,24.2
TX,1991,Texas,140000.0,78,10920000.0,1201000.0,0.54,5897000.0,0.0,6.3,19.6,18.4,27.5
TX,1992,Texas,125000.0,85,10625000.0,1488000.0,0.52,5525000.0,0.0,7.4,18.9,18.2,27.7
TX,1993,Texas,105000.0,82,8610000.0,2755000.0,0.51,4391000.0,0.0,7.4,17.7,18.0,28.7
TX,1994,Texas,103000.0,74,7622000.0,2058000.0,0.5,3811000.0,2050.5,8.1,18.9,18.8,28.6
TX,1995,Texas,84000.0,106,8904000.0,1959000.0,0.67,5966000.0,5934.9,8.8,18.5,18.6,28.5
TX,1996,Texas,82000.0,83,6806000.0,1361000.0,0.85,5785000.0,3467.1,7.7,18.5,18.7,29.0
TX,1997,Texas,94000.0,106,9964000.0,3188000.0,0.75,7473000.0,3650.3,7.1,17.2,17.9,28.5
TX,1998,Texas,91000.0,77,7007000.0,1612000.0,0.62,4344000.0,6069.7,9.0,18.9,19.6,30.5
TX,1999,Texas,108000.0,81,8748000.0,2799000.0,0.64,5599000.0,19112.6,9.2,19.2,19.4,29.4
TX,2000,Texas,105000.0,79,8295000.0,2986000.0,0.57,4728000.0,8249.2,5.7,19.2,19.2,29.3
TX,2001,Texas,97000.0,79,7663000.0,1533000.0,0.65,4981000.0,18885.2,6.5,19.3,18.8,29.7
TX,2002,Texas,114000.0,67,7638000.0,985000.0,1.14,8707000.0,9609.9,8.5,19.5,18.5,28.6
TX,2003,Texas,140000.0,67,9380000.0,1126000.0,1.4,13132000.0,8402.1,7.8,19.5,18.8,28.6
TX,2004,Texas,116000.0,76,8816000.0,1411000.0,0.97,8552000.0,79487.5,8.5,19.5,18.6,27.4
TX,2005,Texas,84000.0,71,5964000.0,954000.0,0.86,5129000.0,70385.6,8.4,18.6,19.0,28.3
TX,2006,Texas,82000.0,70,5740000.0,976000.0,0.89,5109000.0,45393.8,8.9,20.4,19.6,28.9
TX,2007,Texas,105000.0,82,8610000.0,1550000.0,0.96,8266000.0,69853.0,5.7,18.5,18.3,28.0
TX,2008,Texas,77000.0,64,4928000.0,1380000.0,1.34,6604000.0,52012.0,7.7,18.6,18.7,28.5
TX,2009,Texas,89000.0,63,5607000.0,1065000.0,1.39,7794000.0,67502.9,6.1,18.1,18.8,29.2
TX,2010,Texas,100000.0,72,7200000.0,792000.0,1.51,10872000.0,75451.3,6.6,19.1,18.5,29.4
TX,2011,Texas,78000.0,58,4524000.0,633000.0,1.78,8053000.0,96401.8,7.1,20.4,19.7,31.4
